Date,Price,Open,High,Low,Vol.,Change %
12/29/2023,74773.85,74480.29,74838.76,74366.97,368.6,0.36
12/28/2023,74502.58,73768.64,74502.58,73734.59,384.58,0.99
12/27/2023,73768.64,74034.23,74249.15,73762.07,432.91,-0.34
12/22/2023,74023.27,74288.88,74430.47,74018.72,423.2,-0.36
12/21/2023,74289.02,73397.71,74292.76,73397.71,760.93,1.21
12/20/2023,73397.71,72470.1,73399.61,72470.1,552.22,1.28
12/19/2023,72470.1,72404.91,72489.21,72320.32,411.06,0.09
12/18/2023,72404.91,72389.23,72413.13,72276.75,324.15,0.02
12/15/2023,72389.23,72458.76,72671.03,72368.3,307.15,-0.09
12/14/2023,72455.83,72299.79,72539.04,72299.79,446.58,0.22
12/13/2023,72299.79,71907.26,72299.79,71907.26,433.18,0.55
12/12/2023,71907.26,71669.91,71907.26,71641.05,319.41,0.33
12/11/2023,71669.91,71559.1,71685.84,71503.35,375.31,0.18
12/08/2023,71541.74,71458.35,71541.74,70741.96,503.66,0.12
12/07/2023,71457.92,71591.46,71603.36,71424.74,436.56,-0.49
12/06/2023,71808.64,71253.78,71866.37,71242.31,690.01,0.78
12/05/2023,71250.17,70946.83,71250.17,70945.55,433.57,0.43
12/04/2023,70946.83,71433.64,71607.91,70946.37,358.51,-0.66
12/01/2023,71419.87,71365.27,71456.61,71356.11,361.12,0.08
11/30/2023,71365.25,71284.18,71388.13,71270.17,540.09,0.11
11/29/2023,71283.34,71163.09,71360.17,71129.47,360.6,0.34
11/28/2023,71041.05,71353.82,71438.19,71000.1,534.62,-0.44
11/27/2023,71353.81,71241.96,71566.58,70810.51,746.64,0.17
11/24/2023,71230.49,71072.34,71242.18,71069.65,582.76,0.25
11/23/2023,71052.85,71009.71,71055.28,70990.01,563.7,0.07
11/22/2023,71003.98,71067.29,71089.79,70970.75,428.44,-0.09
11/21/2023,71066.55,71008.99,71079.86,71007.31,491.4,0.08
11/20/2023,71008.78,71112.99,71122.32,70959.16,358.45,-0.15
11/17/2023,71112.99,71025.59,71169.7,71013.7,441.58,0.12
11/16/2023,71025.16,71014.12,71080.3,71011.23,483.8,0.02
11/15/2023,71014.34,70840.72,71023.15,70836.5,297.32,0.19
11/14/2023,70876.35,70612.81,70876.35,70609.14,327.43,0.37
11/13/2023,70612.81,70846.27,71131.22,70612.81,474.39,-0.34
11/10/2023,70854.18,70819.49,70873.82,70807.93,556.7,0.05
11/09/2023,70819.58,70775.13,70888.97,70645.15,569.19,0.07
11/08/2023,70773.38,70613.6,70773.38,70613.6,558.33,0.23
11/07/2023,70613.6,70479.62,70618.64,70456.92,449.28,0.19
11/06/2023,70479.62,70196.93,70519.31,70196.93,391.01,0.4
11/03/2023,70196.93,70042.28,70532.21,69807.45,410.36,0.22
11/02/2023,70042.28,70582.0,70584.69,70005.39,525.46,-0.76
11/01/2023,70581.76,69243.91,70581.76,69222.13,601.73,1.94
10/31/2023,69236.19,68111.71,69245.88,68111.71,483.27,1.65
10/30/2023,68111.71,67136.58,68111.71,67134.14,430.39,1.45
10/27/2023,67136.58,67095.5,67235.67,67083.31,214.15,0.08
10/26/2023,67084.95,67193.43,67211.19,67067.33,267.59,-0.18
10/25/2023,67206.16,67217.77,67383.6,67206.16,329.56,-0.02
10/24/2023,67217.77,66876.92,67217.77,66876.92,319.9,0.51
10/23/2023,66876.92,66915.41,66924.82,66860.14,314.62,-0.06
10/20/2023,66915.41,67077.79,67081.18,66909.15,205.88,-0.27
10/19/2023,67098.8,67353.23,67355.6,67083.2,298.69,-0.38
10/18/2023,67353.23,67326.12,67440.22,67326.12,397.56,0.04
10/17/2023,67326.12,67037.93,67326.12,67037.21,377.97,0.43
10/16/2023,67037.93,67200.03,67303.23,67022.94,216.07,-0.24
10/13/2023,67200.69,67122.84,67214.3,67121.04,224.07,0.1
10/12/2023,67133.19,67100.49,67152.93,67100.49,309.32,0.05
10/11/2023,67100.49,66984.32,67190.54,66981.09,410.32,0.17
10/10/2023,66984.62,67101.39,67118.93,66956.31,257.42,-0.17
10/09/2023,67101.57,66454.57,67123.22,66454.57,268.65,0.97
10/06/2023,66454.57,66532.84,67188.68,66210.45,374.09,-0.17
10/05/2023,66570.19,66481.99,66570.19,66474.7,357.45,0.13
10/04/2023,66482.28,66770.97,66891.05,66449.33,657.51,-0.43
10/03/2023,66770.97,66382.14,66966.66,66382.14,364.32,0.59
09/29/2023,66382.14,66448.63,66508.55,65865.33,292.94,-0.1
09/28/2023,66448.63,66665.16,66710.95,66399.02,273.8,-0.31
09/26/2023,66652.17,66882.64,66937.3,66218.36,363.94,-0.34
09/25/2023,66882.64,67227.17,67281.98,66882.64,408.19,-0.66
09/22/2023,67324.59,68272.66,68310.05,67277.43,1.03,-1.39
09/21/2023,68271.14,68336.4,68377.26,68215.4,1.12,-0.09
09/20/2023,68335.72,68375.47,68495.83,68113.02,566.63,-0.03
09/19/2023,68359.22,67878.2,68370.9,67878.2,676.74,0.71
09/18/2023,67877.17,67395.74,67877.17,67395.74,515.28,0.71
09/15/2023,67395.74,67335.3,67395.74,67199.04,408.87,0.07
09/14/2023,67347.73,67419.5,67471.13,67243.92,788.54,-0.1
09/13/2023,67414.4,66780.64,67421.4,66780.64,569.63,0.98
09/12/2023,66760.2,67198.77,67198.77,66485.44,645.51,-0.8
09/11/2023,67296.18,68143.34,68162.71,67284.52,520.13,-1.24
09/08/2023,68143.34,68082.11,68195.76,68082.11,483.49,0.09
09/07/2023,68082.11,68286.28,68316.4,67969.08,378.09,-0.3
09/06/2023,68286.28,68325.27,68347.52,67624.46,378.65,-0.07
09/05/2023,68334.68,68279.5,68457.06,68156.5,557.8,0.08
09/04/2023,68279.14,67568.03,68302.55,67568.03,744.76,1.11
09/01/2023,67527.19,66548.99,67527.19,66120.9,503.75,1.47
08/31/2023,66548.99,66439.53,66548.99,66225.71,620.95,0.16
08/30/2023,66439.53,66490.34,66649.93,66359.67,637.19,-0.08
08/29/2023,66490.34,66153.23,66554.58,66153.23,436.95,0.51
08/28/2023,66151.38,65558.91,66151.38,65558.91,311.12,0.9
08/25/2023,65558.91,65401.82,65585.28,65401.82,356.02,0.24
08/24/2023,65401.82,65493.1,66185.04,65374.39,583.09,-0.14
08/23/2023,65492.92,65488.67,65567.61,65416.76,348.32,0.01
08/22/2023,65488.67,65198.74,65672.68,65191.01,293.46,0.44
08/21/2023,65202.41,64721.09,65202.41,64690.33,231.6,0.71
08/18/2023,64743.96,64469.75,64784.47,64450.4,537.58,0.12
08/17/2023,64663.78,64625.28,64663.78,64452.84,320.35,0.06
08/16/2023,64625.28,64928.98,65128.21,64549.58,291.68,-0.47
08/15/2023,64928.98,65023.8,65028.46,64860.22,280.47,-0.43
08/14/2023,65210.49,65325.37,65358.76,65183.22,259.04,-0.18
08/11/2023,65325.37,65204.82,65352.7,65189.91,489.69,0.18
08/10/2023,65205.35,64167.39,65205.35,64154.19,361.2,1.62
08/09/2023,64167.39,65385.45,65396.93,64167.39,238.04,-1.75
08/08/2023,65309.65,65336.71,65393.68,65212.96,317.81,-0.04
08/07/2023,65336.8,65198.08,65340.27,65192.01,334.33,0.21
08/04/2023,65198.08,65263.06,65309.66,64910.29,363.14,-0.1
08/03/2023,65263.06,64267.36,65323.2,64267.36,445.28,1.55
08/02/2023,64267.36,64193.38,64301.59,63773.76,330.77,0.12
08/01/2023,64192.2,64337.3,64340.24,64003.17,762.1,-0.23
07/31/2023,64337.52,65056.39,65075.94,64296.31,673.42,-1.1
07/28/2023,65056.39,65482.91,65482.91,64957.85,459.77,-0.65
07/27/2023,65482.91,65687.16,65730.63,65436.85,509.25,-0.31
07/26/2023,65687.16,65992.29,66009.8,65549.37,500.4,-0.46
07/25/2023,65991.02,65268.28,66017.94,65072.82,553.52,1.11
07/24/2023,65268.28,65012.97,65268.28,64892.11,831.5,0.41
07/21/2023,65003.39,63938.12,65015.76,63938.12,770.78,1.68
07/20/2023,63930.72,63757.23,63930.72,63745.52,1.36,0.27
07/19/2023,63757.23,63766.72,63835.33,63580.77,473.49,-0.01
07/18/2023,63766.72,62943.35,63766.72,62895.72,868.8,1.31
07/17/2023,62943.35,62569.73,63272.79,62439.22,710.02,0.6
07/14/2023,62569.73,62748.94,63076.58,62441.33,600.49,-0.29
07/13/2023,62748.94,64046.61,64095.69,62729.77,798.47,-2.03
07/12/2023,64046.93,65669.29,65669.29,63880.87,1.16,-2.47
07/11/2023,65669.29,64603.69,65999.97,64516.55,844.72,1.65
07/10/2023,64603.69,63040.41,64674.08,63040.41,1.84,2.48
07/07/2023,63040.87,62023.17,63040.87,62023.17,1.23,1.65
07/06/2023,62019.88,61536.76,62048.05,61509.0,5.44,0.81
07/05/2023,61523.57,60720.02,61572.41,60705.92,846.32,1.33
07/04/2023,60715.04,61949.24,61949.24,60713.56,1.11,-1.99
07/03/2023,61948.99,60991.12,61962.7,60991.12,1.21,1.61
06/30/2023,60968.27,60109.02,60968.82,60109.02,998.08,1.43
06/27/2023,60109.41,59332.61,60109.41,59315.04,763.69,1.3
06/26/2023,59338.76,59208.11,59500.39,59197.74,552.68,0.22
06/23/2023,59206.63,59211.26,59252.78,59164.94,627.87,-0.26
06/22/2023,59361.6,59324.99,59373.28,59279.36,615.91,0.06
06/21/2023,59323.95,59110.6,59399.54,59097.09,643.03,0.36
06/20/2023,59110.02,59014.85,59125.75,59012.15,588.84,0.16
06/19/2023,59016.12,59000.96,59227.72,58925.92,892.95,0.03
06/16/2023,59000.96,59195.21,59233.16,58897.65,622.42,-0.33
06/15/2023,59195.21,59985.1,60442.12,59121.7,1.17,-1.32
06/14/2023,59985.1,58163.76,60072.73,58163.76,1.3,3.13
06/13/2023,58163.55,55930.97,58195.59,55930.97,1.19,3.99
06/09/2023,55930.97,55956.59,55998.75,55867.98,574.63,-0.05
06/08/2023,55956.59,56024.83,56030.97,55361.68,531.78,-0.12
06/07/2023,56025.56,56038.85,56089.52,56006.8,397.62,-0.02
06/06/2023,56038.85,55806.71,56038.85,55768.37,322.49,0.42
06/05/2023,55807.09,55820.5,55820.5,55694.52,369.75,-0.03
06/02/2023,55822.82,55808.25,55828.59,55570.81,455.76,0.03
06/01/2023,55808.25,55769.91,55832.68,55713.6,390.22,0.07
05/31/2023,55769.28,55741.49,55800.21,55436.5,661.51,0.04
05/30/2023,55745.74,52973.88,55745.74,52973.88,1.08,5.23
05/26/2023,52973.88,52821.6,52991.18,52415.13,461.78,0.29
05/25/2023,52821.64,52927.6,52928.28,52723.15,377.14,-0.2
05/24/2023,52927.6,52621.19,52942.62,52581.88,455.18,0.58
05/23/2023,52621.19,52374.89,52621.19,52361.95,350.97,0.48
05/22/2023,52369.13,52187.93,52369.13,52145.28,315.68,0.35
05/19/2023,52187.93,52109.45,52187.93,52064.86,584.66,0.15
05/18/2023,52109.43,52063.21,52139.51,52044.02,334.24,-0.9
05/17/2023,52580.86,52417.09,52636.93,52417.09,680.8,0.31
05/16/2023,52419.33,52231.29,52436.45,52231.29,576.85,0.36
05/15/2023,52231.29,52214.62,52250.73,52212.44,626.39,0.03
05/12/2023,52214.62,52162.14,52215.66,52159.75,1.42,0.1
05/11/2023,52161.24,52202.53,52251.68,52100.03,477.27,-0.09
05/10/2023,52209.31,52605.41,52684.07,52077.15,554.31,-0.76
05/09/2023,52606.51,52576.26,52658.89,52551.76,640.95,0.05
05/08/2023,52579.52,52465.33,52622.37,52465.33,511.37,0.22
05/05/2023,52466.52,52290.75,52469.78,52273.06,482.58,0.34
05/04/2023,52290.75,52207.77,52308.82,52207.77,770.12,0.16
05/03/2023,52207.77,52296.48,52300.31,52172.84,670.08,-0.17
05/02/2023,52299.24,52406.88,52426.46,52088.98,418.4,-0.2
04/28/2023,52403.51,52235.88,52468.51,52223.82,472.13,0.32
04/27/2023,52235.88,52097.62,52308.3,52084.74,2.33,0.27
04/26/2023,52097.62,51608.39,52108.38,51605.13,1.48,0.81
04/25/2023,51681.01,51407.96,51681.55,51407.96,541.96,0.63
04/20/2023,51355.74,51237.16,51363.29,51019.11,600.77,0.29
04/19/2023,51209.01,51138.92,51209.01,51138.92,216.53,0.15
04/18/2023,51134.85,51127.38,51144.76,51105.04,1.03,0.03
04/17/2023,51120.94,51709.5,51710.82,51095.23,226.59,-1.51
04/14/2023,51903.61,51944.58,51954.9,51886.65,260.7,-0.08
04/13/2023,51944.58,51953.41,51981.35,51941.27,302.92,-0.02
04/12/2023,51953.41,51952.99,51960.77,51935.95,255.16,0.0
04/11/2023,51952.99,52994.13,52997.1,51945.98,1.72,-1.96
04/06/2023,52994.13,53018.97,53031.41,52991.04,266.95,-0.05
04/05/2023,53018.97,54035.39,54041.08,53003.51,197.21,-1.97
04/04/2023,54082.96,54187.48,54206.0,54051.37,296.68,-0.2
04/03/2023,54190.28,54232.34,54236.59,54186.51,292.56,-1.22
03/31/2023,54857.96,54413.21,54869.86,54413.21,557.93,0.82
03/30/2023,54413.21,53603.8,54413.21,53603.8,973.58,1.51
03/29/2023,53603.8,53124.63,53668.06,53124.16,236.06,0.2
03/28/2023,53498.27,53750.77,53876.52,53498.27,202.85,-0.47
03/27/2023,53750.77,54780.44,54780.44,53750.77,100.88,-2.08
03/24/2023,54892.53,54924.08,54944.3,54314.52,137.56,-0.06
03/23/2023,54924.08,54936.11,54951.96,54919.5,117.85,-0.02
03/22/2023,54936.11,54904.68,54959.44,54904.68,134.15,0.06
03/21/2023,54904.68,54886.04,54921.85,54880.02,127.74,0.03
03/20/2023,54888.48,54915.39,54997.28,54856.36,1.17,-0.09
03/17/2023,54935.2,54915.61,54948.43,54913.86,156.97,0.04
03/16/2023,54915.61,55490.2,55490.2,54844.29,137.28,-1.04
03/15/2023,55490.2,55722.9,55722.99,55441.6,181.04,-0.42
03/14/2023,55722.9,55788.37,55788.37,55693.39,199.27,-0.12
03/13/2023,55788.37,55794.51,55926.89,55788.37,179.03,-0.01
03/10/2023,55794.51,55822.14,55827.87,55779.25,275.92,-0.05
03/09/2023,55822.14,55801.14,55830.28,55629.24,311.47,0.04
03/08/2023,55801.14,55603.94,55820.42,55596.67,152.74,0.35
03/07/2023,55603.94,55605.57,55623.29,55522.41,159.46,0.0
03/06/2023,55605.57,55529.21,55645.51,55515.15,123.54,0.14
03/03/2023,55529.21,55670.08,55710.62,55529.21,184.24,-0.25
03/02/2023,55670.24,55510.1,55670.24,55281.94,205.66,0.29
03/01/2023,55508.61,55806.26,55985.47,55385.9,232.58,-0.53
02/28/2023,55806.26,55328.42,55819.41,55322.01,237.09,0.86
02/27/2023,55328.42,54949.21,55334.96,54941.76,149.77,0.69
02/24/2023,54949.21,54811.59,54955.12,54787.29,119.09,0.55
02/23/2023,54646.38,54315.53,54646.38,54315.42,142.04,0.61
02/22/2023,54315.53,54189.31,54315.53,54182.36,129.85,0.23
02/21/2023,54189.31,54224.35,54224.54,54182.61,129.11,-0.06
02/20/2023,54224.35,53804.46,54229.61,53796.91,154.61,0.78
02/17/2023,53804.46,54520.2,54553.73,53804.46,172.9,-1.32
02/16/2023,54521.49,54507.66,54547.2,54506.43,125.85,0.03
02/15/2023,54507.66,54496.31,54513.44,54475.44,134.43,0.02
02/14/2023,54496.31,54364.67,54542.1,54338.99,177.9,0.24
02/13/2023,54364.67,54327.3,54378.64,54327.3,140.64,0.07
02/10/2023,54327.3,54359.9,54383.13,54301.52,175.66,-0.06
02/09/2023,54359.9,54427.05,54429.93,54358.2,225.38,-0.12
02/08/2023,54427.05,54299.57,54441.81,54285.38,151.58,0.23
02/07/2023,54299.76,54367.86,54369.44,54236.37,200.04,-0.13
02/06/2023,54367.74,54213.09,54367.74,54206.4,191.64,0.29
02/03/2023,54213.09,53998.12,54213.09,53994.01,267.99,0.4
02/02/2023,53998.12,53499.31,53998.12,53483.4,2.87,0.93
02/01/2023,53499.68,53238.67,53499.68,53234.31,200.37,0.49
01/31/2023,53238.67,53157.49,53299.54,53157.49,250.19,0.15
01/30/2023,53157.83,52649.24,53167.11,52639.28,201.36,0.95
01/27/2023,52657.88,52752.96,52753.28,52213.7,171.11,-0.18
01/26/2023,52752.96,52599.65,52752.96,52599.65,139.68,0.29
01/25/2023,52599.65,52612.55,52636.48,52477.59,119.79,-0.02
01/24/2023,52612.55,52657.69,52691.04,52533.14,182.39,-0.09
01/23/2023,52657.69,52594.68,52657.69,52585.64,143.73,0.12
01/20/2023,52594.68,52626.42,52642.34,52586.87,443.75,-0.06
01/19/2023,52626.42,52615.51,52631.8,52603.89,129.03,0.02
01/18/2023,52615.51,52701.31,52718.7,52558.62,217.95,-0.16
01/17/2023,52701.31,52343.41,52737.72,52329.29,228.49,0.67
01/16/2023,52348.82,52512.48,52519.61,52348.82,220.65,-0.31
01/13/2023,52512.48,52048.85,52512.48,52048.85,216.92,0.89
01/12/2023,52048.85,51729.87,52495.11,51696.17,211.69,0.62
01/11/2023,51729.87,51446.6,51746.32,51369.76,281.8,0.55
01/10/2023,51446.6,51693.08,51712.97,51220.23,345.49,-0.49
01/09/2023,51700.36,51222.34,51841.05,51207.13,229.22,0.93
01/06/2023,51222.34,50868.52,51222.34,50830.51,195.71,0.7
01/05/2023,50868.52,51657.56,51785.05,50842.95,138.72,-1.53
01/04/2023,51657.56,51598.35,51668.24,51198.49,265.73,0.12
01/03/2023,51595.66,51251.06,51595.66,51241.36,129.17,0.67
12/30/2022,51251.06,50294.6,51346.08,50247.57,890.15,1.89
12/29/2022,50300.0,49934.6,50313.18,49934.6,297.94,0.73
12/28/2022,49934.6,49706.09,49934.6,49695.81,498.73,0.46
12/23/2022,49706.09,49499.43,49737.1,49493.53,140.32,0.42
12/22/2022,49499.43,49475.43,49525.32,49398.37,132.51,0.05
12/21/2022,49475.43,49416.51,49492.97,49416.51,411.15,0.12
12/20/2022,49416.18,49414.96,49446.36,49382.43,100.06,0.0
12/19/2022,49414.96,49316.2,49414.96,49316.2,76.74,0.2
12/16/2022,49316.29,49233.02,49340.28,49222.58,103.66,0.17
12/15/2022,49233.02,48988.04,49249.96,48979.1,222.74,0.5
12/14/2022,48988.04,48853.54,49045.36,48853.54,88.02,0.28
12/13/2022,48853.54,48899.08,49101.57,48820.32,162.87,-0.09
12/12/2022,48899.08,48881.93,48901.96,48853.33,236.58,0.04
12/09/2022,48881.93,48365.14,48881.93,48365.14,100.82,1.07
12/08/2022,48365.14,48426.49,48572.14,48183.06,148.16,-0.13
12/07/2022,48426.49,48366.69,48426.49,48348.67,146.21,0.12
12/06/2022,48366.69,48270.23,48399.33,48269.48,184.62,0.2
12/05/2022,48270.23,48154.65,48373.03,48154.65,185.11,0.24
12/02/2022,48154.65,47656.64,48198.48,47656.64,159.81,1.04
12/01/2022,47656.64,47660.04,47769.38,47537.87,172.89,-0.01
11/30/2022,47660.04,47322.97,47662.71,47318.9,107.02,0.71
11/29/2022,47322.97,47436.45,47450.71,47299.16,120.94,-0.24
11/28/2022,47436.45,47554.34,47576.0,47389.79,279.28,-0.25
11/25/2022,47554.34,46604.94,47562.29,46424.6,98.98,2.04
11/24/2022,46604.94,46232.6,46604.94,46186.63,138.6,0.81
11/23/2022,46232.37,44934.73,46233.18,44899.66,185.59,2.9
11/22/2022,44929.33,44662.96,44976.21,44662.96,126.08,0.51
11/21/2022,44701.84,44492.73,44701.84,44492.73,159.56,0.47
11/18/2022,44492.73,44011.22,44492.73,44001.7,146.68,1.09
11/17/2022,44011.22,44046.94,44052.82,43969.57,97.7,-0.09
11/16/2022,44050.44,43808.25,44050.44,43808.25,159.43,0.55
11/15/2022,43808.25,43818.12,43857.81,43788.18,103.42,-0.02
11/14/2022,43818.12,43956.76,43956.76,43770.82,187.08,-0.34
11/11/2022,43968.75,43943.46,43994.65,43924.32,209.71,0.06
11/10/2022,43942.82,43477.48,44287.55,43393.2,404.99,1.07
11/09/2022,43477.48,43461.6,44071.41,43448.58,133.4,0.04
11/08/2022,43461.6,44269.43,44293.1,43439.72,249.91,-1.82
11/07/2022,44269.43,44269.18,44272.07,44217.38,103.26,0.0
11/04/2022,44269.18,44236.7,44275.32,44171.5,356.73,0.07
11/03/2022,44236.7,44283.02,44286.16,44209.17,215.11,-0.1
11/02/2022,44283.02,43745.73,44283.02,43626.57,155.41,1.23
11/01/2022,43745.73,43835.94,43968.82,43657.95,172.87,-0.21
10/31/2022,43839.08,43910.65,43912.82,43650.2,160.91,-0.17
10/28/2022,43912.64,44625.18,44625.18,43671.26,122.79,-1.6
10/27/2022,44625.18,44859.78,44883.39,44615.15,150.97,-0.52
10/26/2022,44859.78,44788.14,44887.55,44767.49,93.51,0.16
10/25/2022,44788.14,44461.63,44824.37,44266.04,159.21,0.73
10/24/2022,44461.63,44396.73,44491.61,44368.24,72.32,0.15
10/21/2022,44396.73,44332.21,44403.55,44332.21,95.08,0.15
10/20/2022,44332.21,44318.15,44341.65,44294.21,119.22,0.03
10/19/2022,44318.15,45366.32,45505.22,44302.24,165.35,-2.31
10/18/2022,45366.32,46365.95,46365.95,44937.92,420.16,-2.16
10/17/2022,46365.95,47569.04,47588.29,46343.39,137.88,-2.53
10/14/2022,47569.04,47524.38,47579.14,47428.96,124.41,0.09
10/13/2022,47524.38,47531.84,47550.47,47486.8,86.54,-0.02
10/12/2022,47531.84,47565.92,47572.78,47529.93,155.18,-0.07
10/11/2022,47565.92,47351.43,47664.66,47195.25,125.65,0.45
10/07/2022,47351.43,47260.89,47351.62,47257.3,137.28,0.19
10/06/2022,47260.89,48836.7,48890.97,47238.35,140.66,-3.23
10/05/2022,48836.7,48879.74,48919.32,48818.2,135.52,-0.09
10/04/2022,48879.74,49035.07,49038.76,48865.47,173.46,-0.29
09/30/2022,49024.16,48967.56,49024.16,48945.43,356.73,0.12
09/29/2022,48964.83,49171.7,49218.17,48947.91,220.78,-0.42
09/28/2022,49171.7,49161.45,49258.73,49119.51,101.57,0.02
09/27/2022,49161.45,49189.32,49223.31,49154.5,206.2,-0.12
09/26/2022,49218.35,49053.91,49226.12,49053.91,119.28,0.39
09/23/2022,49026.62,49190.34,49309.63,48994.15,169.18,-0.33
09/22/2022,49190.34,49421.91,49424.82,49164.75,126.74,-0.47
09/21/2022,49421.91,49446.18,49455.99,49318.55,51.88,-0.05
09/20/2022,49445.31,49440.21,49446.01,49378.93,147.59,0.01
09/19/2022,49440.21,49475.42,49479.45,49400.12,67.37,-0.07
09/16/2022,49475.42,49540.48,49543.81,49470.28,107.49,-0.13
09/15/2022,49540.48,49578.83,49579.34,49534.65,167.6,-0.07
09/14/2022,49576.05,49627.72,49637.12,49573.6,197.26,-0.1
09/13/2022,49627.72,49625.71,49655.34,49612.4,147.46,0.0
09/12/2022,49626.05,49695.12,49703.85,49626.05,86.59,-0.14
09/09/2022,49695.12,49652.25,49697.61,49652.25,319.09,0.09
09/08/2022,49652.25,49599.73,49658.07,49577.38,161.88,0.03
09/07/2022,49635.76,49644.92,49654.72,49616.03,128.94,-0.02
09/06/2022,49644.92,49991.41,49994.14,49639.64,138.94,-0.69
09/05/2022,49991.41,50045.83,50084.83,49988.28,200.92,-0.11
09/02/2022,50045.83,49889.8,50056.3,49889.8,240.02,0.31
09/01/2022,49889.88,49836.51,49934.2,49836.51,229.12,0.11
08/31/2022,49836.51,49642.69,49836.51,49642.69,367.34,0.39
08/30/2022,49642.69,49676.75,49682.93,49625.32,125.95,-0.07
